annual_income,loan_amount,credit_score,employment_years,dti_ratio,age,num_credit_lines,savings_balance,loan_purpose,home_ownership,education,loan_to_income,savings_to_loan,approved
40700,77100,698,9,44.9,19,4,1990,other,rent,some_college,1.894,0.026,1
32100,27700,709,11,13.0,35,5,10940,major_purchase,mortgage,high_school,0.863,0.395,1
58300,28300,802,10,8.9,26,9,41950,debt_consolidation,rent,high_school,0.485,1.482,1
75200,22900,712,8,20.6,44,4,8420,major_purchase,rent,high_school,0.305,0.368,1
26500,103200,631,1,65.0,45,3,5680,medical,own,bachelors,3.894,0.055,0
54800,98500,690,10,41.8,34,11,1510,other,rent,some_college,1.797,0.015,1
49100,212900,542,11,65.0,29,3,18280,major_purchase,mortgage,high_school,4.336,0.086,0
63200,37000,487,9,16.9,44,6,2400,debt_consolidation,rent,some_college,0.585,0.065,0
53900,69800,755,4,33.6,36,3,10770,medical,mortgage,high_school,1.295,0.154,1
28200,24300,653,17,18.0,53,6,14280,major_purchase,mortgage,bachelors,0.862,0.588,1
30700,47400,662,2,33.0,57,2,19580,home_improvement,mortgage,graduate,1.544,0.413,1
54900,41600,755,14,23.1,49,5,20100,medical,own,high_school,0.758,0.483,1
86100,82900,803,2,27.7,40,6,19110,home_improvement,rent,high_school,0.963,0.231,1
20000,122000,730,13,65.0,58,3,850,other,rent,bachelors,6.1,0.007,0
63300,119800,848,3,46.0,40,4,1480,other,rent,bachelors,1.893,0.012,1
92500,33200,727,12,18.3,32,7,720,debt_consolidation,mortgage,bachelors,0.359,0.022,1
50600,120400,710,20,43.7,30,1,650,home_improvement,mortgage,bachelors,2.379,0.005,1
69400,58100,705,20,29.6,30,3,41580,debt_consolidation,own,high_school,0.837,0.716,1
39500,47700,575,17,34.4,37,4,1240,debt_consolidation,mortgage,bachelors,1.208,0.026,1
51300,36500,766,6,21.6,43,6,1020,debt_consolidation,mortgage,high_school,0.712,0.028,1
26100,40500,477,4,35.4,22,7,4550,home_improvement,mortgage,high_school,1.552,0.112,0
18900,202700,635,6,65.0,33,6,1730,debt_consolidation,mortgage,graduate,10.725,0.009,0
82800,74200,686,13,26.3,40,3,116620,medical,other,bachelors,0.896,1.572,0
34800,67700,617,10,41.9,45,5,3350,debt_consolidation,own,some_college,1.945,0.049,0
44100,49800,646,27,34.8,37,8,9170,debt_consolidation,rent,high_school,1.129,0.184,1
29000,331800,841,4,65.0,40,5,1650,debt_consolidation,mortgage,high_school,11.441,0.005,0
28700,149300,778,21,65.0,24,2,480,debt_consolidation,mortgage,some_college,5.202,0.003,0
50100,36100,626,6,22.8,27,2,1770,debt_consolidation,rent,bachelors,0.721,0.049,1
39000,49400,645,2,30.6,37,3,1800,education,rent,bachelors,1.267,0.036,0
64200,51500,576,8,25.2,43,2,1780,home_improvement,rent,bachelors,0.802,0.035,0
66400,66300,744,10,20.4,40,8,520,other,mortgage,bachelors,0.998,0.008,1
62600,36600,663,16,17.5,28,3,5950,debt_consolidation,mortgage,high_school,0.585,0.163,1
60300,81400,517,4,36.9,35,6,3070,debt_consolidation,rent,some_college,1.35,0.038,0
110200,165500,693,8,29.1,54,3,570,education,mortgage,high_school,1.502,0.003,1
33500,23900,722,7,19.9,43,2,5700,home_improvement,rent,high_school,0.713,0.238,1
52900,27200,766,5,15.1,36,4,14290,debt_consolidation,mortgage,high_school,0.514,0.525,1
90200,42700,678,19,18.0,26,6,26290,debt_consolidation,rent,graduate,0.473,0.616,1
95700,44100,653,10,17.9,30,7,170,education,mortgage,high_school,0.461,0.004,1
28600,242500,685,0,65.0,38,5,1770,debt_consolidation,mortgage,some_college,8.479,0.007,0
47100,120700,746,8,53.0,41,4,720,home_improvement,rent,bachelors,2.563,0.006,0
99800,116000,639,1,29.2,44,3,1970,education,mortgage,bachelors,1.162,0.017,0
68100,49800,743,8,20.5,42,5,34340,major_purchase,mortgage,high_school,0.731,0.69,1
59200,49000,561,1,22.8,33,6,1780,medical,mortgage,some_college,0.828,0.036,0
49100,21700,645,10,21.8,32,6,2530,home_improvement,own,bachelors,0.442,0.117,1
45600,103500,582,1,44.0,60,6,1540,major_purchase,mortgage,some_college,2.27,0.015,0
61700,84400,633,3,34.0,31,7,47870,major_purchase,rent,high_school,1.368,0.567,0
48400,147300,791,12,59.0,23,5,200,debt_consolidation,own,bachelors,3.043,0.001,1
53100,51700,632,6,33.3,19,8,2260,home_improvement,mortgage,some_college,0.974,0.044,1
56100,54200,746,2,25.7,34,3,1460,other,mortgage,some_college,0.966,0.027,1
39900,67400,813,19,33.3,48,3,440,debt_consolidation,mortgage,high_school,1.689,0.007,1
68800,111800,682,5,36.3,31,5,23000,home_improvement,mortgage,graduate,1.625,0.206,1
201100,21400,769,5,4.1,54,3,390,home_improvement,rent,graduate,0.106,0.018,1
24400,100200,730,6,65.0,37,8,2580,major_purchase,other,some_college,4.107,0.026,0
62700,59000,694,11,27.4,50,5,4400,major_purchase,mortgage,some_college,0.941,0.075,1
38500,28500,748,5,26.8,29,7,1720,home_improvement,mortgage,high_school,0.74,0.06,1
70300,13900,841,6,15.9,29,5,430,debt_consolidation,other,bachelors,0.198,0.031,1
55300,54400,630,15,25.3,39,3,3880,debt_consolidation,rent,high_school,0.984,0.071,1
76300,165000,603,14,49.2,43,3,1690,debt_consolidation,rent,bachelors,2.163,0.01,0
91900,193400,598,6,49.1,36,4,15250,medical,own,graduate,2.104,0.079,1
59100,76800,769,6,40.4,41,3,10120,debt_consolidation,rent,high_school,1.299,0.132,1
90200,236400,780,0,52.8,44,5,74760,debt_consolidation,rent,high_school,2.621,0.316,0
18900,58100,639,8,65.0,22,5,5730,home_improvement,mortgage,high_school,3.074,0.099,0
110800,116700,503,12,22.6,34,2,11210,home_improvement,rent,some_college,1.053,0.096,0
64100,43700,627,5,25.0,32,3,2970,major_purchase,own,graduate,0.682,0.068,1
88000,41800,731,17,14.1,32,4,53980,major_purchase,mortgage,high_school,0.475,1.291,1
31300,37300,679,1,26.7,42,7,4990,medical,rent,bachelors,1.192,0.134,1
37300,14200,700,3,13.7,32,4,4260,debt_consolidation,own,some_college,0.381,0.3,0
57900,147400,640,16,50.7,35,5,10480,medical,other,some_college,2.546,0.071,0
53800,38200,771,12,22.5,26,2,1990,debt_consolidation,rent,high_school,0.71,0.052,1
61500,34200,714,1,22.9,43,7,2440,debt_consolidation,rent,bachelors,0.556,0.071,1
88300,26200,734,1,4.9,46,4,10470,major_purchase,own,bachelors,0.297,0.4,1
24500,51900,698,10,45.4,29,5,13700,debt_consolidation,rent,high_school,2.118,0.264,0
84000,205800,729,9,47.8,41,3,11340,debt_consolidation,rent,some_college,2.45,0.055,0
54400,259300,723,5,65.0,22,3,4390,debt_consolidation,own,some_college,4.767,0.017,0
49400,18700,606,16,20.5,46,9,7180,major_purchase,rent,high_school,0.379,0.384,1
27900,46700,716,4,37.4,49,6,18860,debt_consolidation,mortgage,some_college,1.674,0.404,1
67900,29000,752,0,12.9,36,5,1060,medical,rent,high_school,0.427,0.037,1
18300,119600,783,11,65.0,29,3,4920,debt_consolidation,rent,bachelors,6.536,0.041,0
72500,73200,720,13,34.0,46,3,80,debt_consolidation,rent,some_college,1.01,0.001,1
27700,38300,602,4,38.2,60,6,13850,home_improvement,mortgage,bachelors,1.383,0.362,0
55500,63000,616,2,20.5,57,8,1640,medical,rent,graduate,1.135,0.026,0
51300,42900,648,0,25.7,35,7,1710,major_purchase,mortgage,some_college,0.836,0.04,0
91700,185300,701,6,39.9,25,6,4140,debt_consolidation,rent,some_college,2.021,0.022,1
50000,87800,674,8,37.6,47,4,11690,medical,rent,graduate,1.756,0.133,0
39600,95700,589,13,46.5,36,3,139880,home_improvement,rent,high_school,2.417,1.462,1
43100,9300,588,9,3.9,43,2,560,other,rent,high_school,0.216,0.06,1
96100,57100,506,4,18.5,41,5,1500,home_improvement,rent,some_college,0.594,0.026,1
69000,257400,419,8,65.0,39,4,6770,debt_consolidation,mortgage,some_college,3.73,0.026,0
45500,151500,673,14,64.2,49,5,1780,medical,rent,graduate,3.33,0.012,0
48700,16400,837,8,17.6,49,3,15840,debt_consolidation,mortgage,some_college,0.337,0.966,1
26800,48100,601,12,44.5,32,4,3890,major_purchase,rent,some_college,1.795,0.081,0
64500,25800,697,2,18.1,27,11,16970,home_improvement,rent,some_college,0.4,0.658,1
24500,198300,560,10,65.0,34,5,3470,debt_consolidation,rent,some_college,8.094,0.017,0
76000,71000,573,9,28.6,25,2,10540,debt_consolidation,mortgage,graduate,0.934,0.148,1
57400,35000,583,5,26.2,42,2,1290,debt_consolidation,mortgage,bachelors,0.61,0.037,0
158600,61300,665,14,10.4,34,0,74040,debt_consolidation,own,bachelors,0.387,1.208,1
33000,9700,669,24,16.3,35,3,460,home_improvement,rent,high_school,0.294,0.047,1
51700,28000,706,1,23.8,46,5,1820,major_purchase,mortgage,bachelors,0.542,0.065,1
121700,61400,741,5,14.0,42,4,670,debt_consolidation,mortgage,graduate,0.505,0.011,1
92600,108200,656,6,15.1,36,3,15070,debt_consolidation,mortgage,graduate,1.168,0.139,1
39600,15400,688,6,9.9,56,3,10460,education,rent,graduate,0.389,0.679,1
59900,45900,592,4,18.9,46,3,890,debt_consolidation,mortgage,bachelors,0.766,0.019,1
54200,121400,570,1,50.6,33,4,19850,education,mortgage,bachelors,2.24,0.164,0
61500,21700,557,5,12.1,33,3,1850,debt_consolidation,rent,high_school,0.353,0.085,1
39600,70300,740,6,40.0,46,2,8450,education,rent,some_college,1.775,0.12,0
52000,62700,656,5,27.3,40,5,11740,medical,own,bachelors,1.206,0.187,1
26400,198800,525,6,65.0,25,5,3490,debt_consolidation,rent,some_college,7.53,0.018,0
57600,51000,679,8,23.7,47,1,17570,debt_consolidation,mortgage,bachelors,0.885,0.345,1
66300,53100,578,5,19.9,51,4,4020,debt_consolidation,mortgage,bachelors,0.801,0.076,0
48900,108900,826,4,51.4,50,3,7900,debt_consolidation,mortgage,bachelors,2.227,0.073,0
26200,23700,635,6,29.8,54,2,3350,debt_consolidation,rent,some_college,0.905,0.141,1
84500,51300,742,8,14.3,60,3,360,major_purchase,rent,graduate,0.607,0.007,1
63800,43500,777,7,21.1,57,6,4130,medical,rent,high_school,0.682,0.095,1
39100,54300,603,25,27.3,41,5,1450,debt_consolidation,rent,bachelors,1.389,0.027,0
47700,108400,691,9,41.9,35,6,34520,major_purchase,mortgage,high_school,2.273,0.318,1
27600,88200,732,6,65.0,38,5,730,debt_consolidation,mortgage,bachelors,3.196,0.008,0
34200,35500,694,3,34.7,43,4,27310,debt_consolidation,rent,bachelors,1.038,0.769,1
42500,65900,715,3,34.6,38,8,3830,debt_consolidation,mortgage,graduate,1.551,0.058,1
94200,170000,571,5,47.8,34,2,8680,debt_consolidation,rent,high_school,1.805,0.051,1
40600,33500,732,5,20.3,45,6,710,debt_consolidation,rent,bachelors,0.825,0.021,0
72300,66300,643,5,23.6,26,2,3190,debt_consolidation,own,some_college,0.917,0.048,1
42500,52300,714,9,36.8,39,5,1940,debt_consolidation,mortgage,high_school,1.231,0.037,0
60600,57300,763,14,21.4,42,5,93390,other,mortgage,high_school,0.946,1.63,0
50800,19100,741,11,18.4,50,7,1870,major_purchase,own,bachelors,0.376,0.098,1
80200,160700,714,10,42.7,56,6,24700,other,mortgage,graduate,2.004,0.154,1
42600,34800,739,3,19.8,33,5,25190,debt_consolidation,mortgage,bachelors,0.817,0.724,1
26700,122800,743,15,65.0,40,5,24220,education,own,high_school,4.599,0.197,0
29100,38800,812,3,23.3,40,6,2140,debt_consolidation,mortgage,some_college,1.333,0.055,1
42600,38600,682,8,29.4,45,3,61500,debt_consolidation,rent,high_school,0.906,1.593,1
30900,140000,698,9,65.0,43,2,82210,debt_consolidation,rent,high_school,4.531,0.587,0
65200,120100,764,15,40.6,53,3,8220,home_improvement,mortgage,bachelors,1.842,0.068,1
43900,69300,643,22,33.6,42,6,2560,debt_consolidation,rent,high_school,1.579,0.037,1
157700,102000,571,5,20.9,43,5,1470,medical,rent,bachelors,0.647,0.014,1
24800,48900,726,7,47.0,35,2,9510,medical,rent,some_college,1.972,0.194,1
59400,59500,667,14,24.9,37,5,5380,debt_consolidation,other,high_school,1.002,0.09,1
32600,37700,582,23,32.7,30,2,6350,medical,rent,some_college,1.156,0.168,0
43400,112700,727,5,55.8,56,3,740,debt_consolidation,mortgage,high_school,2.597,0.007,0
57700,36800,806,3,19.1,42,2,5150,debt_consolidation,rent,bachelors,0.638,0.14,1
19000,169300,546,2,65.0,29,4,24380,debt_consolidation,rent,bachelors,8.911,0.144,0
60300,48000,771,1,20.3,44,5,15390,debt_consolidation,mortgage,graduate,0.796,0.321,1
127600,60700,469,3,11.6,45,3,2750,debt_consolidation,rent,some_college,0.476,0.045,0
44200,101800,650,12,49.2,35,3,4220,debt_consolidation,mortgage,high_school,2.303,0.041,0
60900,60900,841,13,26.1,44,7,630,debt_consolidation,rent,some_college,1.0,0.01,1
85900,48600,657,9,17.3,34,3,1940,education,rent,bachelors,0.566,0.04,1
50300,58600,692,5,33.7,49,3,3050,education,rent,some_college,1.165,0.052,1
41700,111900,749,9,58.3,48,7,11930,other,mortgage,graduate,2.683,0.107,1
19500,37600,539,7,42.2,19,3,1830,debt_consolidation,mortgage,high_school,1.928,0.049,0
72300,54800,691,5,21.6,22,3,1150,debt_consolidation,rent,bachelors,0.758,0.021,1
51500,60300,690,8,29.4,60,3,14200,home_improvement,mortgage,bachelors,1.171,0.235,1
34300,109700,843,5,65.0,48,1,2720,major_purchase,rent,high_school,3.198,0.025,0
57400,55800,579,8,25.7,24,2,1520,debt_consolidation,own,high_school,0.972,0.027,1
41700,212300,652,9,65.0,20,4,15330,medical,rent,some_college,5.091,0.072,0
42700,53700,606,11,25.3,40,2,9340,other,mortgage,some_college,1.258,0.174,1
71200,50700,597,1,18.0,25,1,3680,debt_consolidation,rent,some_college,0.712,0.073,1
29700,53100,780,15,41.3,34,3,3010,other,rent,bachelors,1.788,0.057,1
86800,23800,687,6,13.7,37,6,8360,debt_consolidation,mortgage,high_school,0.274,0.351,1
28900,29000,637,22,20.1,37,6,10450,home_improvement,mortgage,bachelors,1.003,0.36,1
40200,41300,640,12,24.2,50,2,6580,debt_consolidation,rent,some_college,1.027,0.159,1
128700,132600,637,3,22.8,58,7,5820,major_purchase,mortgage,high_school,1.03,0.044,1
90000,58500,644,10,25.2,32,6,2100,debt_consolidation,mortgage,bachelors,0.65,0.036,0
56600,42600,577,14,22.6,25,7,2290,home_improvement,mortgage,some_college,0.753,0.054,0
35500,141300,663,5,65.0,42,4,3860,debt_consolidation,mortgage,high_school,3.98,0.027,0
42700,177300,654,3,65.0,55,3,1280,home_improvement,rent,bachelors,4.152,0.007,0
56000,144200,620,2,51.8,33,4,1090,major_purchase,mortgage,some_college,2.575,0.008,0
55100,33000,698,1,17.0,47,9,4330,debt_consolidation,mortgage,some_college,0.599,0.131,0
52000,42300,705,0,24.6,28,8,19640,home_improvement,own,some_college,0.813,0.464,1
53400,213100,637,6,65.0,38,2,270,other,mortgage,some_college,3.991,0.001,0
49200,70900,672,2,36.0,25,4,2840,education,rent,bachelors,1.441,0.04,0
28300,49600,595,4,40.1,38,5,7200,other,rent,some_college,1.753,0.145,0
42900,99000,607,22,50.7,36,1,22050,debt_consolidation,mortgage,some_college,2.308,0.223,1
81800,121200,594,9,36.1,44,4,61070,home_improvement,rent,some_college,1.482,0.504,1
29300,40100,774,3,30.5,57,7,3430,medical,own,graduate,1.369,0.086,1
49700,69800,651,29,32.0,33,2,77770,other,rent,high_school,1.404,1.114,1
37500,114500,705,8,65.0,35,6,9300,debt_consolidation,mortgage,bachelors,3.053,0.081,0
57000,26600,684,28,23.7,41,5,15370,other,own,high_school,0.467,0.578,0
45500,60400,745,19,35.6,40,4,1110,home_improvement,mortgage,high_school,1.327,0.018,1
105300,27400,729,8,1.5,36,4,9270,medical,mortgage,bachelors,0.26,0.338,1
68000,30100,635,6,12.9,54,2,17340,home_improvement,mortgage,some_college,0.443,0.576,1
30000,40400,775,12,32.7,39,2,1870,debt_consolidation,own,high_school,1.347,0.046,0
73300,83600,612,8,24.1,36,9,130,debt_consolidation,mortgage,some_college,1.141,0.002,0
38200,47800,798,4,25.9,29,6,6050,debt_consolidation,rent,some_college,1.251,0.127,1
41800,38000,635,4,22.7,18,6,3640,major_purchase,rent,graduate,0.909,0.096,0
62400,62100,644,14,27.3,41,6,32270,home_improvement,mortgage,graduate,0.995,0.52,0
43400,26800,592,3,21.6,40,2,2310,home_improvement,mortgage,high_school,0.618,0.086,1
81000,80800,606,14,24.5,26,3,1830,major_purchase,rent,bachelors,0.998,0.023,1
38200,132200,648,7,65.0,37,3,950,home_improvement,rent,some_college,3.461,0.007,0
41000,56600,478,1,29.5,36,6,2030,debt_consolidation,mortgage,some_college,1.38,0.036,0
40300,52000,665,14,33.3,31,4,205610,debt_consolidation,mortgage,high_school,1.29,3.954,1
42000,77800,641,3,43.1,29,3,530,home_improvement,mortgage,bachelors,1.852,0.007,0
88800,14500,752,3,14.6,42,4,760,debt_consolidation,mortgage,bachelors,0.163,0.052,1
71900,87200,720,6,30.3,35,7,4550,other,rent,graduate,1.213,0.052,1
116900,525100,624,6,65.0,31,8,77990,other,rent,bachelors,4.492,0.149,0
150300,54900,646,8,13.2,28,3,13880,home_improvement,rent,some_college,0.365,0.253,1
34100,55100,665,14,40.5,36,3,43190,debt_consolidation,mortgage,bachelors,1.616,0.784,0
55900,100800,811,14,33.5,48,4,2870,medical,other,some_college,1.803,0.028,1
31900,189400,615,4,65.0,40,5,700,debt_consolidation,own,bachelors,5.937,0.004,0
38200,118500,623,4,65.0,35,7,2620,home_improvement,rent,high_school,3.102,0.022,0
40800,13200,589,13,21.8,41,6,4130,other,mortgage,some_college,0.324,0.313,1
33700,88800,559,2,53.0,53,5,4990,education,rent,bachelors,2.635,0.056,0
33700,362300,711,7,65.0,43,2,3640,other,mortgage,high_school,10.751,0.01,0
50800,92600,702,18,47.6,40,5,11240,debt_consolidation,mortgage,bachelors,1.823,0.121,1
31300,26700,794,5,21.0,45,4,1810,home_improvement,mortgage,high_school,0.853,0.068,1
79100,72900,773,1,28.9,36,5,1340,medical,own,bachelors,0.922,0.018,0
35800,24400,678,3,21.8,40,4,910,debt_consolidation,mortgage,bachelors,0.682,0.037,1
191800,141900,662,3,20.4,32,8,6550,medical,mortgage,high_school,0.74,0.046,1
44200,30700,574,3,22.3,20,7,5700,debt_consolidation,mortgage,bachelors,0.695,0.186,1
56000,63100,744,5,27.7,41,4,22650,education,rent,high_school,1.127,0.359,1
30200,32800,695,27,36.6,41,5,42860,home_improvement,own,bachelors,1.086,1.307,1
116700,40800,740,10,6.0,34,5,910,debt_consolidation,rent,graduate,0.35,0.022,1
89700,169400,588,6,40.9,49,5,5080,other,mortgage,bachelors,1.889,0.03,1
61900,64400,714,6,25.7,30,7,3690,major_purchase,rent,graduate,1.04,0.057,1
29600,40500,702,4,32.1,18,1,570,home_improvement,rent,bachelors,1.368,0.014,0
59600,26900,696,6,20.4,30,2,2350,other,rent,graduate,0.451,0.087,1
32700,16200,626,17,15.1,21,2,44060,major_purchase,own,bachelors,0.495,2.72,1
104600,24900,786,7,14.3,41,7,2030,major_purchase,own,bachelors,0.238,0.082,1
78000,64800,590,13,23.9,29,4,1610,debt_consolidation,own,graduate,0.831,0.025,1
56600,118900,746,12,49.2,48,3,4570,education,other,some_college,2.101,0.038,0
18100,40400,440,26,47.6,48,8,17610,major_purchase,mortgage,some_college,2.232,0.436,0
34800,179800,741,12,65.0,27,3,3210,major_purchase,rent,bachelors,5.167,0.018,0
73800,36200,526,25,16.3,29,4,5880,other,mortgage,bachelors,0.491,0.162,1
93500,50700,640,14,13.8,43,3,200,debt_consolidation,mortgage,high_school,0.542,0.004,1
89200,28100,573,8,20.1,48,1,10950,medical,mortgage,some_college,0.315,0.39,0
26500,119800,666,3,65.0,41,5,6700,education,mortgage,bachelors,4.521,0.056,0
62100,260000,756,13,65.0,31,3,16960,debt_consolidation,mortgage,high_school,4.187,0.065,0
85600,17400,527,14,8.2,50,5,360,major_purchase,mortgage,some_college,0.203,0.021,1
25700,47000,654,14,42.5,71,3,3220,education,mortgage,high_school,1.829,0.069,0
54000,145100,641,0,54.5,35,5,18960,home_improvement,mortgage,high_school,2.687,0.131,1
61300,21700,819,5,20.4,24,6,2250,debt_consolidation,rent,graduate,0.354,0.104,1
47300,89000,721,10,44.0,32,6,5280,debt_consolidation,mortgage,some_college,1.882,0.059,0
23500,140800,584,5,65.0,38,1,2770,debt_consolidation,mortgage,graduate,5.991,0.02,0
46800,63200,644,4,28.7,30,10,2870,debt_consolidation,mortgage,some_college,1.35,0.045,1
46800,88000,817,4,41.4,27,1,25180,major_purchase,rent,graduate,1.88,0.286,1
50700,205400,745,1,65.0,33,2,670,home_improvement,mortgage,bachelors,4.051,0.003,0
42000,234200,606,9,65.0,42,5,4580,home_improvement,rent,some_college,5.576,0.02,0
44400,57300,662,4,30.7,36,5,6990,home_improvement,mortgage,high_school,1.291,0.122,0
53200,41200,665,5,17.9,28,2,18280,major_purchase,mortgage,graduate,0.774,0.444,1
66100,31400,639,6,25.5,30,5,4140,education,mortgage,bachelors,0.475,0.132,1
47200,118600,539,10,52.4,33,6,19080,education,mortgage,high_school,2.513,0.161,0
45100,22900,627,8,11.6,27,3,4550,major_purchase,mortgage,graduate,0.508,0.199,0
56500,50200,803,8,19.7,30,7,5810,debt_consolidation,mortgage,some_college,0.888,0.116,1
22800,64300,652,0,57.4,45,2,5510,other,other,high_school,2.82,0.086,0
67100,42100,676,14,27.1,35,3,12300,education,rent,some_college,0.627,0.292,1
54200,72800,696,21,31.5,18,3,10490,other,rent,bachelors,1.343,0.144,1
55200,360500,685,8,65.0,49,4,1030,major_purchase,rent,some_college,6.531,0.003,0
83500,55000,777,2,23.2,42,4,6660,debt_consolidation,mortgage,bachelors,0.659,0.121,1
22500,44100,634,4,47.0,22,0,10480,home_improvement,rent,some_college,1.96,0.238,0
22300,121900,662,2,65.0,33,5,38040,debt_consolidation,mortgage,high_school,5.466,0.312,0
61300,70800,686,19,29.6,29,5,1200,debt_consolidation,mortgage,high_school,1.155,0.017,1
54000,164000,619,5,58.2,45,5,10440,home_improvement,rent,graduate,3.037,0.064,0
58500,67200,667,8,25.7,33,8,3020,other,mortgage,high_school,1.149,0.045,1
44000,50300,760,6,22.2,37,5,6430,home_improvement,mortgage,graduate,1.143,0.128,1
73100,17200,616,10,11.3,35,3,1090,home_improvement,own,some_college,0.235,0.063,1
82400,19300,685,3,10.5,21,5,4820,major_purchase,other,graduate,0.234,0.25,1
67400,16600,745,8,10.3,53,5,7680,debt_consolidation,own,high_school,0.246,0.463,1
48200,78100,614,5,38.3,45,5,1260,debt_consolidation,own,some_college,1.62,0.016,0
21000,23100,778,15,25.2,29,3,37360,major_purchase,own,high_school,1.1,1.617,1
76600,144200,691,0,40.5,40,3,570,debt_consolidation,rent,high_school,1.883,0.004,1
93900,61200,670,5,17.8,48,4,10430,debt_consolidation,mortgage,bachelors,0.652,0.17,0
72400,50500,514,14,20.4,38,5,160,home_improvement,rent,high_school,0.698,0.003,0
36500,33200,653,13,25.8,55,5,3440,debt_consolidation,mortgage,graduate,0.91,0.104,1
73400,92600,716,1,25.3,70,3,9620,debt_consolidation,rent,bachelors,1.262,0.104,0
79800,34100,833,12,17.5,36,2,13330,home_improvement,own,bachelors,0.427,0.391,1
109300,30000,733,3,14.0,31,7,4240,other,mortgage,some_college,0.274,0.141,1
36500,137600,780,4,65.0,27,5,3500,debt_consolidation,rent,graduate,3.77,0.025,0
48900,76700,582,13,36.8,51,4,10880,home_improvement,mortgage,bachelors,1.569,0.142,0
75800,50800,674,5,21.5,34,2,18600,home_improvement,mortgage,graduate,0.67,0.366,1
55600,93800,788,1,36.7,47,3,33910,major_purchase,rent,high_school,1.687,0.362,0
32800,60200,609,2,42.8,49,8,810,home_improvement,rent,high_school,1.835,0.013,0
65300,78300,767,7,34.2,26,7,3710,medical,rent,bachelors,1.199,0.047,1
70300,33800,747,5,14.7,27,5,230,education,mortgage,bachelors,0.481,0.007,1
56400,255100,708,5,65.0,57,2,720,debt_consolidation,mortgage,some_college,4.523,0.003,0
59800,39900,657,10,22.5,37,3,1830,education,rent,some_college,0.667,0.046,1
48200,177900,601,9,65.0,30,8,16500,debt_consolidation,other,some_college,3.691,0.093,0
105400,52500,835,5,14.1,26,7,2510,medical,mortgage,some_college,0.498,0.048,1
36100,105300,738,13,62.2,36,8,3280,major_purchase,own,some_college,2.917,0.031,0
41600,100100,713,10,49.6,54,6,7480,home_improvement,mortgage,some_college,2.406,0.075,0
54400,133600,649,8,57.1,45,5,1920,home_improvement,rent,some_college,2.456,0.014,0
80500,33200,688,4,13.6,39,7,300,home_improvement,own,some_college,0.412,0.009,1
27600,127100,699,14,65.0,55,2,1730,debt_consolidation,mortgage,high_school,4.605,0.014,0
30000,218100,718,5,65.0,53,3,4150,home_improvement,mortgage,high_school,7.27,0.019,0
21700,50000,747,5,51.2,41,2,9470,major_purchase,rent,bachelors,2.304,0.189,1
55000,61300,618,20,29.3,68,4,3680,debt_consolidation,mortgage,graduate,1.115,0.06,1
32800,41500,560,3,32.9,35,4,9250,debt_consolidation,mortgage,high_school,1.265,0.223,0
45600,47000,692,3,24.3,50,2,17940,debt_consolidation,rent,graduate,1.031,0.382,0
73000,198400,536,5,61.5,33,4,23590,education,rent,bachelors,2.718,0.119,0
40600,29600,657,2,14.5,47,2,6260,debt_consolidation,mortgage,graduate,0.729,0.211,1
60100,31000,641,2,14.2,35,8,1000,major_purchase,own,some_college,0.516,0.032,1
47300,184900,726,19,65.0,43,3,860,other,mortgage,bachelors,3.909,0.005,1
73300,92700,519,5,28.0,64,4,980,debt_consolidation,own,some_college,1.265,0.011,0
67100,264100,665,8,65.0,48,1,1090,debt_consolidation,own,graduate,3.936,0.004,1
39700,43700,714,1,23.9,43,2,5650,other,mortgage,high_school,1.101,0.129,1
50200,65400,564,3,30.6,29,1,69040,major_purchase,mortgage,high_school,1.303,1.056,0
86700,37700,769,21,17.7,40,7,6610,debt_consolidation,rent,bachelors,0.435,0.175,1
64700,66200,688,2,24.3,26,6,4370,debt_consolidation,own,high_school,1.023,0.066,1
28900,17300,679,9,15.3,47,5,18890,home_improvement,rent,graduate,0.599,1.092,0
72800,96700,520,0,30.1,47,6,1540,medical,own,high_school,1.328,0.016,1
33300,75100,691,1,53.0,36,3,21140,home_improvement,mortgage,high_school,2.255,0.281,0
102300,57500,756,5,22.5,56,4,19050,education,rent,some_college,0.562,0.331,0
85900,45600,664,13,15.6,54,3,5340,debt_consolidation,rent,bachelors,0.531,0.117,1
61700,32000,784,7,19.4,39,4,92160,home_improvement,own,some_college,0.519,2.88,1
58100,99600,781,6,38.8,44,4,23420,debt_consolidation,rent,graduate,1.714,0.235,1
49300,26400,630,11,22.8,31,3,5240,home_improvement,rent,bachelors,0.535,0.198,0
73500,85700,820,8,29.8,35,4,4020,education,mortgage,bachelors,1.166,0.047,1
45900,255800,688,1,65.0,26,6,2680,debt_consolidation,rent,some_college,5.573,0.01,0
60200,169400,689,6,65.0,32,6,4090,major_purchase,mortgage,some_college,2.814,0.024,0
80200,20900,693,4,9.0,36,7,4260,debt_consolidation,mortgage,bachelors,0.261,0.204,1
42100,41100,690,5,26.8,19,5,3140,debt_consolidation,own,graduate,0.976,0.076,1
41100,80400,461,4,48.7,44,3,3640,debt_consolidation,own,graduate,1.956,0.045,0
31700,57000,669,6,43.0,49,5,930,home_improvement,mortgage,high_school,1.798,0.016,1
33600,22500,569,9,17.0,37,5,2220,other,own,some_college,0.67,0.099,1
23800,78400,823,2,64.0,35,7,530,debt_consolidation,own,bachelors,3.294,0.007,0
