loan_amnt,term_months,int_rate,installment,annual_inc,dti,fico_range_low,open_acc,revol_util,total_acc,grade,home_ownership,purpose,verification_status,emp_length,loan_to_income,installment_to_income,defaulted
10000.0,36.0,13.44,339.07,108000.0,28.43,715.0,7.0,105.9,20.0,C,OWN,credit_card,Verified,4,0.0926,0.0377,0
24000.0,36.0,5.32,722.76,58872.0,12.03,770.0,9.0,26.7,29.0,A,MORTGAGE,credit_card,Not Verified,unknown,0.4077,0.1473,0
15600.0,60.0,10.78,337.48,79500.0,6.91,680.0,11.0,49.9,28.0,B,MORTGAGE,credit_card,Not Verified,10_plus,0.1962,0.0509,1
15000.0,36.0,11.48,494.5,350000.0,9.09,710.0,10.0,33.6,24.0,B,MORTGAGE,debt_consolidation,Source Verified,5,0.0429,0.017,0
30000.0,36.0,7.49,933.05,140000.0,15.16,705.0,12.0,70.3,26.0,A,MORTGAGE,credit_card,Source Verified,10_plus,0.2143,0.08,0
15600.0,36.0,9.8,501.91,47000.0,3.52,660.0,8.0,27.0,28.0,B,RENT,credit_card,Source Verified,5,0.3319,0.1281,0
15000.0,36.0,5.32,451.73,120000.0,5.09,695.0,4.0,24.6,17.0,A,MORTGAGE,home_improvement,Source Verified,10_plus,0.125,0.0452,0
35000.0,36.0,9.17,1115.77,200000.0,0.13,780.0,3.0,2.2,12.0,B,MORTGAGE,home_improvement,Source Verified,lt_1,0.175,0.0669,0
25600.0,36.0,10.78,835.45,67000.0,13.43,665.0,8.0,20.1,20.0,B,RENT,debt_consolidation,Source Verified,6,0.3821,0.1496,0
20000.0,36.0,14.85,691.84,90000.0,18.01,665.0,15.0,62.2,45.0,C,RENT,credit_card,Source Verified,8,0.2222,0.0922,0
9000.0,36.0,18.99,329.86,25000.0,20.21,695.0,9.0,35.1,13.0,E,RENT,debt_consolidation,Verified,lt_1,0.36,0.1583,0
24000.0,36.0,8.49,757.51,98000.0,0.36,790.0,3.0,7.3,6.0,B,RENT,debt_consolidation,Not Verified,2,0.2449,0.0928,0
17000.0,36.0,6.49,520.96,73000.0,34.36,745.0,11.0,49.1,21.0,A,RENT,credit_card,Not Verified,10_plus,0.2329,0.0856,0
24000.0,60.0,9.8,507.58,84000.0,20.51,685.0,9.0,77.7,16.0,B,RENT,debt_consolidation,Not Verified,lt_1,0.2857,0.0725,1
10800.0,36.0,8.49,340.88,75400.0,17.54,670.0,27.0,53.2,49.0,B,RENT,credit_card,Not Verified,10_plus,0.1432,0.0543,0
15000.0,36.0,13.99,512.6,55000.0,17.7,660.0,13.0,48.5,29.0,C,OWN,credit_card,Source Verified,4,0.2727,0.1118,0
8400.0,36.0,11.48,276.92,70000.0,9.79,660.0,9.0,62.1,9.0,B,RENT,debt_consolidation,Verified,8,0.12,0.0475,0
10000.0,36.0,9.17,318.79,30000.0,11.2,700.0,8.0,51.5,10.0,B,RENT,debt_consolidation,Not Verified,7,0.3333,0.1275,0
16000.0,60.0,11.99,355.84,81000.0,16.36,730.0,15.0,57.1,38.0,C,MORTGAGE,debt_consolidation,Not Verified,3,0.1975,0.0527,0
15000.0,60.0,9.8,317.24,86000.0,16.36,705.0,13.0,54.1,19.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.1744,0.0443,0
9000.0,36.0,7.91,281.66,75000.0,16.99,760.0,8.0,35.5,25.0,A,OWN,debt_consolidation,Verified,unknown,0.12,0.0451,0
9500.0,36.0,8.49,299.85,65000.0,18.13,690.0,8.0,52.9,12.0,B,RENT,debt_consolidation,Source Verified,1,0.1462,0.0554,0
2000.0,36.0,16.59,70.9,34435.0,9.27,685.0,3.0,97.5,26.0,D,OWN,other,Not Verified,5,0.0581,0.0247,0
16000.0,60.0,13.44,367.67,106000.0,9.94,680.0,12.0,55.5,24.0,C,RENT,debt_consolidation,Not Verified,9,0.1509,0.0416,0
7800.0,36.0,11.99,259.04,31722.0,34.01,705.0,11.0,78.9,22.0,C,RENT,moving,Source Verified,10_plus,0.2459,0.098,1
12000.0,36.0,6.49,367.74,80000.0,8.75,715.0,6.0,48.9,32.0,A,MORTGAGE,credit_card,Not Verified,10_plus,0.15,0.0552,0
10500.0,60.0,11.99,233.52,79000.0,14.88,730.0,6.0,36.1,17.0,C,MORTGAGE,credit_card,Not Verified,10_plus,0.1329,0.0355,0
14000.0,60.0,16.59,344.86,50000.0,33.58,730.0,17.0,45.1,41.0,D,MORTGAGE,debt_consolidation,Source Verified,5,0.28,0.0828,0
12000.0,36.0,10.78,391.62,110000.0,4.13,675.0,9.0,13.6,27.0,B,OWN,major_purchase,Not Verified,8,0.1091,0.0427,0
10000.0,36.0,12.88,336.37,32000.0,29.11,660.0,10.0,44.9,23.0,C,RENT,credit_card,Source Verified,9,0.3125,0.1261,0
6000.0,36.0,10.78,195.81,120000.0,6.33,735.0,8.0,19.8,15.0,B,MORTGAGE,home_improvement,Source Verified,5,0.05,0.0196,0
8000.0,36.0,15.77,280.35,86300.0,33.18,700.0,25.0,54.0,41.0,D,OWN,other,Verified,5,0.0927,0.039,0
18000.0,36.0,11.48,593.4,249000.0,5.6,705.0,17.0,16.6,46.0,B,RENT,credit_card,Source Verified,2,0.0723,0.0286,1
16000.0,36.0,9.17,510.07,40000.0,34.26,675.0,9.0,51.8,14.0,B,MORTGAGE,credit_card,Source Verified,2,0.4,0.153,0
7000.0,36.0,10.78,228.45,43000.0,13.92,680.0,12.0,56.9,21.0,B,RENT,debt_consolidation,Not Verified,10_plus,0.1628,0.0638,0
24000.0,60.0,13.99,558.32,80000.0,28.65,685.0,25.0,54.2,43.0,C,RENT,debt_consolidation,Not Verified,lt_1,0.3,0.0837,1
14250.0,36.0,9.8,458.48,40000.0,37.62,705.0,15.0,41.0,29.0,B,MORTGAGE,debt_consolidation,Verified,10_plus,0.3562,0.1375,0
12000.0,36.0,8.49,378.76,75000.0,6.77,660.0,9.0,48.8,18.0,B,RENT,debt_consolidation,Not Verified,2,0.16,0.0606,0
5000.0,36.0,6.99,154.37,30000.0,27.84,750.0,10.0,26.1,34.0,A,RENT,debt_consolidation,Not Verified,lt_1,0.1667,0.0617,0
7200.0,36.0,11.48,237.36,50000.0,29.04,705.0,6.0,40.3,9.0,B,RENT,other,Verified,5,0.144,0.057,0
28000.0,36.0,6.99,864.44,235000.0,4.43,720.0,15.0,9.1,38.0,A,MORTGAGE,home_improvement,Source Verified,10_plus,0.1191,0.0441,0
20000.0,60.0,16.59,492.66,110000.0,24.48,665.0,12.0,58.1,26.0,D,MORTGAGE,other,Not Verified,4,0.1818,0.0537,0
18000.0,60.0,11.48,395.69,75000.0,13.74,675.0,12.0,27.1,24.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.24,0.0633,1
6000.0,36.0,9.17,191.28,63000.0,3.83,660.0,9.0,25.6,31.0,B,OWN,credit_card,Not Verified,2,0.0952,0.0364,0
18000.0,36.0,9.8,579.13,110000.0,13.92,755.0,14.0,28.3,23.0,B,RENT,debt_consolidation,Not Verified,lt_1,0.1636,0.0632,0
8800.0,36.0,6.99,271.68,55000.0,30.15,810.0,11.0,8.9,27.0,A,MORTGAGE,debt_consolidation,Not Verified,lt_1,0.16,0.0593,0
28000.0,36.0,5.32,843.22,450000.0,14.79,725.0,20.0,46.2,39.0,A,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.0622,0.0225,0
2975.0,36.0,19.48,109.78,17590.0,28.4,675.0,12.0,58.7,17.0,E,RENT,debt_consolidation,Verified,unknown,0.1691,0.0749,0
22400.0,36.0,16.59,794.06,66000.0,34.84,695.0,19.0,34.2,36.0,D,RENT,debt_consolidation,Not Verified,10_plus,0.3394,0.1444,1
6600.0,36.0,15.77,231.29,82000.0,7.1,670.0,8.0,69.0,27.0,D,MORTGAGE,home_improvement,Verified,10_plus,0.0805,0.0338,0
10000.0,36.0,11.99,332.1,135000.0,15.75,690.0,9.0,97.1,34.0,C,RENT,debt_consolidation,Not Verified,9,0.0741,0.0295,0
16000.0,36.0,13.44,542.51,80000.0,25.2,680.0,12.0,62.9,36.0,C,MORTGAGE,debt_consolidation,Verified,1,0.2,0.0814,0
30000.0,60.0,13.99,697.9,120000.0,22.76,660.0,16.0,49.6,30.0,C,MORTGAGE,debt_consolidation,Source Verified,8,0.25,0.0698,0
10000.0,36.0,7.91,312.95,25000.0,23.33,755.0,11.0,26.9,22.0,A,OWN,debt_consolidation,Verified,unknown,0.4,0.1502,0
12000.0,36.0,10.78,391.62,62000.0,28.75,685.0,22.0,47.4,25.0,B,MORTGAGE,credit_card,Source Verified,10_plus,0.1935,0.0758,0
15750.0,60.0,17.97,399.69,35000.0,48.56,670.0,14.0,62.6,27.0,D,MORTGAGE,credit_card,Source Verified,2,0.45,0.137,0
35000.0,36.0,13.99,1196.05,85000.0,30.51,720.0,22.0,62.2,51.0,C,MORTGAGE,credit_card,Source Verified,3,0.4118,0.1689,0
14000.0,36.0,5.32,421.61,125000.0,9.66,800.0,13.0,11.2,26.0,A,RENT,credit_card,Not Verified,7,0.112,0.0405,0
20000.0,36.0,6.99,617.46,130000.0,32.94,750.0,25.0,29.1,41.0,A,MORTGAGE,major_purchase,Source Verified,10_plus,0.1538,0.057,0
11000.0,36.0,11.48,362.64,54000.0,10.64,670.0,7.0,74.5,17.0,B,RENT,debt_consolidation,Verified,8,0.2037,0.0806,0
12000.0,36.0,11.99,398.52,69010.0,10.24,665.0,7.0,92.3,29.0,C,RENT,debt_consolidation,Verified,10_plus,0.1739,0.0693,0
12000.0,36.0,9.8,386.09,120000.0,33.07,700.0,24.0,26.5,50.0,B,RENT,debt_consolidation,Source Verified,10_plus,0.1,0.0386,0
20000.0,36.0,13.99,683.46,75000.0,6.68,685.0,9.0,24.7,11.0,C,RENT,small_business,Verified,1,0.2667,0.1094,0
15000.0,36.0,6.99,463.09,152800.0,10.34,690.0,11.0,12.7,45.0,A,MORTGAGE,home_improvement,Source Verified,3,0.0982,0.0364,0
20000.0,36.0,5.32,602.3,240000.0,21.08,730.0,15.0,45.4,35.0,A,MORTGAGE,home_improvement,Source Verified,10_plus,0.0833,0.0301,0
18375.0,60.0,11.99,408.65,170000.0,7.41,720.0,5.0,93.3,10.0,C,MORTGAGE,debt_consolidation,Source Verified,3,0.1081,0.0288,1
6000.0,36.0,13.99,205.04,55000.0,31.05,715.0,8.0,30.8,26.0,C,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.1091,0.0447,1
22900.0,60.0,15.77,554.09,60000.0,17.57,665.0,17.0,41.4,30.0,D,OWN,debt_consolidation,Verified,1,0.3817,0.1108,0
5000.0,36.0,12.88,168.19,69800.0,21.05,670.0,17.0,90.6,23.0,C,MORTGAGE,home_improvement,Source Verified,5,0.0716,0.0289,0
5000.0,36.0,9.17,159.4,100000.0,14.17,685.0,12.0,73.5,20.0,B,MORTGAGE,credit_card,Verified,1,0.05,0.0191,0
16000.0,36.0,7.49,497.63,70000.0,8.98,685.0,15.0,66.7,20.0,A,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.2286,0.0853,0
25000.0,36.0,10.78,815.87,75000.0,25.07,750.0,6.0,96.5,12.0,B,RENT,other,Source Verified,1,0.3333,0.1305,0
35000.0,36.0,9.8,1126.07,110000.0,13.41,695.0,13.0,59.9,32.0,B,MORTGAGE,debt_consolidation,Source Verified,3,0.3182,0.1228,0
6000.0,36.0,7.91,187.77,180000.0,10.53,775.0,13.0,6.8,18.0,A,RENT,credit_card,Not Verified,lt_1,0.0333,0.0125,0
15000.0,36.0,10.78,489.52,55000.0,15.27,670.0,13.0,74.2,22.0,B,OWN,debt_consolidation,Source Verified,lt_1,0.2727,0.1068,0
4000.0,36.0,11.99,132.84,77500.0,33.6,725.0,15.0,85.9,37.0,C,MORTGAGE,other,Verified,2,0.0516,0.0206,0
3000.0,36.0,11.48,98.9,20000.0,30.31,735.0,10.0,11.1,12.0,B,OWN,credit_card,Not Verified,lt_1,0.15,0.0593,1
18000.0,36.0,11.48,593.4,49200.0,23.07,660.0,11.0,94.9,17.0,B,OWN,debt_consolidation,Verified,5,0.3659,0.1447,0
17500.0,36.0,8.49,552.36,35000.0,19.48,685.0,8.0,47.5,18.0,B,OWN,debt_consolidation,Source Verified,10_plus,0.5,0.1894,0
10000.0,36.0,11.99,332.1,130000.0,16.63,705.0,11.0,78.2,19.0,C,RENT,debt_consolidation,Not Verified,10_plus,0.0769,0.0307,0
16000.0,36.0,11.99,531.36,80000.0,16.01,705.0,4.0,51.5,11.0,C,OWN,other,Verified,10_plus,0.2,0.0797,0
27000.0,36.0,14.85,933.99,127000.0,18.85,665.0,19.0,86.3,40.0,C,MORTGAGE,small_business,Source Verified,6,0.2126,0.0883,0
5000.0,36.0,6.99,154.37,90000.0,8.59,775.0,22.0,9.9,45.0,A,RENT,debt_consolidation,Not Verified,10_plus,0.0556,0.0206,0
3600.0,36.0,13.44,122.07,61700.0,33.05,665.0,18.0,77.4,24.0,C,RENT,debt_consolidation,Verified,10_plus,0.0583,0.0237,0
20000.0,36.0,9.8,643.47,80000.0,25.92,675.0,17.0,55.0,22.0,B,OWN,debt_consolidation,Not Verified,10_plus,0.25,0.0965,0
15000.0,60.0,7.91,303.51,180000.0,5.45,735.0,12.0,11.9,32.0,A,MORTGAGE,small_business,Source Verified,10_plus,0.0833,0.0202,0
14000.0,60.0,7.91,283.27,85000.0,11.76,705.0,11.0,47.2,32.0,A,MORTGAGE,debt_consolidation,Not Verified,8,0.1647,0.04,0
2500.0,36.0,9.17,79.7,100000.0,8.9,660.0,13.0,40.3,22.0,B,MORTGAGE,other,Not Verified,lt_1,0.025,0.0096,0
3000.0,36.0,6.99,92.62,80000.0,7.9,750.0,10.0,11.4,11.0,A,RENT,credit_card,Not Verified,3,0.0375,0.0139,0
10000.0,36.0,9.8,321.74,32000.0,21.49,685.0,9.0,39.5,27.0,B,RENT,debt_consolidation,Source Verified,8,0.3125,0.1207,0
7000.0,36.0,10.78,228.45,112688.0,29.15,660.0,12.0,92.9,27.0,B,MORTGAGE,other,Verified,lt_1,0.0621,0.0243,0
22000.0,36.0,8.49,694.39,94000.0,7.66,690.0,3.0,45.3,4.0,B,RENT,debt_consolidation,Source Verified,2,0.234,0.0886,0
2000.0,36.0,13.44,67.82,38000.0,31.3,685.0,7.0,63.0,16.0,C,MORTGAGE,other,Verified,8,0.0526,0.0214,0
22400.0,60.0,19.48,587.01,70000.0,3.15,720.0,7.0,35.2,16.0,E,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.32,0.1006,0
5650.0,36.0,16.59,200.29,30000.0,16.08,745.0,13.0,14.5,17.0,D,RENT,debt_consolidation,Not Verified,7,0.1883,0.0801,1
16800.0,60.0,14.85,398.35,38300.0,21.75,685.0,4.0,89.6,11.0,C,RENT,debt_consolidation,Source Verified,2,0.4386,0.1248,1
2500.0,36.0,13.99,85.44,68000.0,18.64,670.0,7.0,94.3,18.0,C,MORTGAGE,home_improvement,Source Verified,3,0.0368,0.0151,0
30000.0,36.0,12.88,1009.09,120000.0,18.72,690.0,12.0,64.4,22.0,C,RENT,debt_consolidation,Verified,2,0.25,0.1009,0
9600.0,36.0,11.48,316.48,160000.0,17.15,660.0,9.0,70.8,39.0,B,MORTGAGE,credit_card,Source Verified,10_plus,0.06,0.0237,0
8000.0,36.0,9.8,257.39,59000.0,11.9,660.0,8.0,38.2,19.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.1356,0.0524,0
15000.0,36.0,11.48,494.5,70000.0,31.08,670.0,16.0,65.2,30.0,B,RENT,debt_consolidation,Verified,8,0.2143,0.0848,0
20000.0,60.0,13.44,459.58,58000.0,22.55,720.0,19.0,25.4,46.0,C,MORTGAGE,debt_consolidation,Not Verified,unknown,0.3448,0.0951,1
7900.0,36.0,11.99,262.36,30000.0,10.73,725.0,15.0,21.3,20.0,C,MORTGAGE,debt_consolidation,Source Verified,8,0.2633,0.1049,0
29500.0,60.0,9.8,623.89,120000.0,17.98,705.0,14.0,52.0,24.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.2458,0.0624,0
12000.0,60.0,11.48,263.8,76000.0,4.38,665.0,11.0,43.7,34.0,B,RENT,debt_consolidation,Not Verified,10_plus,0.1579,0.0417,0
12000.0,36.0,6.49,367.74,80000.0,26.75,695.0,11.0,40.0,36.0,A,RENT,debt_consolidation,Not Verified,3,0.15,0.0552,0
4500.0,36.0,11.99,149.45,24000.0,14.05,685.0,7.0,36.9,8.0,C,RENT,debt_consolidation,Verified,lt_1,0.1875,0.0747,0
21000.0,60.0,19.48,550.32,83100.0,19.03,675.0,17.0,67.5,27.0,E,RENT,debt_consolidation,Source Verified,10_plus,0.2527,0.0795,0
19400.0,60.0,18.99,503.14,48500.0,23.5,675.0,13.0,35.5,24.0,E,RENT,debt_consolidation,Not Verified,8,0.4,0.1245,1
4000.0,36.0,14.85,138.37,55000.0,39.89,695.0,13.0,71.8,25.0,C,RENT,debt_consolidation,Verified,9,0.0727,0.0302,0
28000.0,36.0,6.99,864.44,93000.0,34.22,755.0,21.0,34.2,30.0,A,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.3011,0.1115,0
16800.0,60.0,16.59,413.83,67500.0,37.94,665.0,10.0,77.0,30.0,D,RENT,debt_consolidation,Verified,10_plus,0.2489,0.0736,1
12225.0,36.0,19.48,451.1,34000.0,31.31,665.0,11.0,94.3,37.0,E,OWN,debt_consolidation,Verified,8,0.3596,0.1592,1
15000.0,60.0,12.88,340.38,70000.0,28.41,730.0,13.0,55.9,20.0,C,MORTGAGE,home_improvement,Not Verified,lt_1,0.2143,0.0584,1
6050.0,36.0,19.48,223.24,65000.0,35.32,700.0,14.0,69.3,22.0,E,MORTGAGE,debt_consolidation,Not Verified,8,0.0931,0.0412,1
28200.0,36.0,11.99,936.51,93000.0,25.78,670.0,29.0,59.7,57.0,C,MORTGAGE,credit_card,Not Verified,4,0.3032,0.1208,0
8000.0,36.0,14.85,276.74,65000.0,24.87,675.0,14.0,93.9,25.0,C,MORTGAGE,debt_consolidation,Verified,10_plus,0.1231,0.0511,1
28800.0,36.0,17.97,1040.76,64000.0,30.79,660.0,27.0,53.0,38.0,D,RENT,debt_consolidation,Verified,10_plus,0.45,0.1951,1
15000.0,36.0,7.49,466.53,130600.0,14.19,720.0,18.0,43.8,41.0,A,MORTGAGE,debt_consolidation,Not Verified,3,0.1149,0.0429,0
10900.0,36.0,11.99,361.99,56640.0,15.85,690.0,6.0,45.9,8.0,C,RENT,debt_consolidation,Verified,lt_1,0.1924,0.0767,0
9600.0,36.0,11.99,318.82,33000.0,36.02,685.0,12.0,39.7,18.0,C,RENT,debt_consolidation,Verified,10_plus,0.2909,0.1159,0
4725.0,36.0,18.49,171.99,109000.0,16.84,665.0,9.0,68.4,24.0,D,RENT,credit_card,Verified,lt_1,0.0433,0.0189,1
15000.0,36.0,13.99,512.6,75000.0,17.5,675.0,17.0,68.3,40.0,C,MORTGAGE,home_improvement,Source Verified,3,0.2,0.082,0
8000.0,36.0,5.32,240.92,45000.0,18.16,800.0,7.0,14.0,8.0,A,RENT,debt_consolidation,Not Verified,lt_1,0.1778,0.0642,0
25000.0,36.0,7.49,777.55,92000.0,26.64,680.0,20.0,57.0,27.0,A,MORTGAGE,debt_consolidation,Source Verified,10_plus,0.2717,0.1014,0
9600.0,36.0,8.49,303.01,75000.0,8.62,670.0,5.0,45.1,14.0,B,MORTGAGE,debt_consolidation,Source Verified,3,0.128,0.0485,0
20000.0,36.0,5.32,602.3,118000.0,15.68,715.0,17.0,39.2,41.0,A,RENT,credit_card,Not Verified,10_plus,0.1695,0.0613,0
25000.0,36.0,5.32,752.87,99000.0,8.29,795.0,9.0,12.4,24.0,A,RENT,debt_consolidation,Not Verified,9,0.2525,0.0913,0
29800.0,36.0,13.44,1010.41,99000.0,23.28,710.0,41.0,40.0,64.0,C,RENT,debt_consolidation,Verified,10_plus,0.301,0.1225,0
16800.0,60.0,19.48,440.26,56500.0,22.81,670.0,22.0,45.7,34.0,E,RENT,credit_card,Not Verified,7,0.2973,0.0935,0
8400.0,36.0,7.91,262.88,46000.0,16.57,685.0,9.0,58.4,11.0,A,RENT,debt_consolidation,Not Verified,8,0.1826,0.0686,0
35000.0,60.0,13.44,804.27,150000.0,14.42,710.0,9.0,65.9,17.0,C,RENT,home_improvement,Source Verified,lt_1,0.2333,0.0643,0
3000.0,36.0,8.49,94.69,68000.0,24.8,700.0,8.0,73.7,29.0,B,MORTGAGE,home_improvement,Not Verified,10_plus,0.0441,0.0167,0
10000.0,36.0,13.44,339.07,30000.0,7.64,695.0,4.0,48.1,5.0,C,RENT,moving,Verified,1,0.3333,0.1356,0
7200.0,36.0,13.99,246.05,77000.0,19.14,710.0,16.0,28.1,29.0,C,RENT,debt_consolidation,Verified,6,0.0935,0.0383,0
21000.0,60.0,11.48,461.64,60000.0,30.18,725.0,15.0,27.9,29.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.35,0.0923,1
7000.0,36.0,6.49,214.52,42000.0,15.74,710.0,10.0,26.9,12.0,A,RENT,debt_consolidation,Not Verified,8,0.1667,0.0613,0
22400.0,60.0,17.97,568.45,70000.0,39.04,670.0,25.0,92.3,43.0,D,RENT,debt_consolidation,Verified,2,0.32,0.0974,1
11000.0,36.0,10.78,358.99,40000.0,10.74,730.0,25.0,5.2,48.0,B,RENT,debt_consolidation,Source Verified,2,0.275,0.1077,0
10000.0,36.0,7.49,311.02,175000.0,9.82,725.0,14.0,50.0,38.0,A,RENT,debt_consolidation,Source Verified,10_plus,0.0571,0.0213,0
21000.0,36.0,8.49,662.83,100000.0,17.69,665.0,25.0,51.0,62.0,B,MORTGAGE,credit_card,Source Verified,2,0.21,0.0795,0
15000.0,60.0,14.85,355.67,130000.0,12.75,660.0,14.0,22.3,29.0,C,RENT,debt_consolidation,Not Verified,2,0.1154,0.0328,0
6500.0,36.0,7.91,203.42,42000.0,17.49,680.0,12.0,23.6,19.0,A,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.1548,0.0581,0
28000.0,36.0,5.32,843.22,100000.0,12.41,725.0,8.0,56.1,29.0,A,RENT,debt_consolidation,Not Verified,9,0.28,0.1012,0
14500.0,60.0,21.48,396.2,33000.0,16.23,710.0,20.0,36.3,25.0,E,OWN,credit_card,Not Verified,unknown,0.4394,0.1441,0
8400.0,36.0,9.8,270.26,70000.0,22.92,665.0,10.0,38.8,23.0,B,RENT,debt_consolidation,Source Verified,lt_1,0.12,0.0463,0
10800.0,36.0,13.44,366.19,35000.0,26.89,720.0,13.0,24.8,24.0,C,RENT,debt_consolidation,Verified,3,0.3086,0.1256,1
2000.0,36.0,7.49,62.21,58000.0,16.88,720.0,10.0,26.8,23.0,A,RENT,debt_consolidation,Source Verified,unknown,0.0345,0.0129,0
20000.0,36.0,11.48,659.33,115000.0,19.0,665.0,19.0,97.6,23.0,B,RENT,major_purchase,Verified,2,0.1739,0.0688,0
21425.0,36.0,18.99,785.25,67000.0,6.66,670.0,21.0,29.9,47.0,E,OWN,small_business,Not Verified,10_plus,0.3198,0.1406,0
24975.0,60.0,23.13,705.93,59500.0,11.54,660.0,8.0,5.2,24.0,F,MORTGAGE,debt_consolidation,Verified,5,0.4197,0.1424,1
2000.0,36.0,11.48,65.94,115000.0,24.64,665.0,22.0,50.6,44.0,B,RENT,debt_consolidation,Verified,10_plus,0.0174,0.0069,1
6000.0,36.0,7.91,187.77,55000.0,19.18,685.0,17.0,40.0,30.0,A,RENT,credit_card,Source Verified,1,0.1091,0.041,0
20000.0,60.0,18.49,513.22,80000.0,17.53,685.0,9.0,80.9,21.0,D,MORTGAGE,credit_card,Source Verified,lt_1,0.25,0.077,1
18800.0,36.0,13.44,637.44,56000.0,19.7,660.0,17.0,53.1,32.0,C,MORTGAGE,credit_card,Verified,10_plus,0.3357,0.1366,0
25000.0,36.0,9.8,804.34,60000.0,26.62,705.0,9.0,56.0,12.0,B,MORTGAGE,debt_consolidation,Not Verified,3,0.4167,0.1609,0
2500.0,36.0,6.49,76.62,65000.0,8.84,745.0,8.0,24.2,19.0,A,MORTGAGE,debt_consolidation,Not Verified,8,0.0385,0.0141,0
10500.0,36.0,7.49,326.57,47688.0,10.39,700.0,14.0,45.6,25.0,A,RENT,debt_consolidation,Not Verified,10_plus,0.2202,0.0822,0
14000.0,36.0,8.49,441.89,101000.0,17.45,675.0,10.0,76.2,20.0,B,MORTGAGE,debt_consolidation,Not Verified,5,0.1386,0.0525,0
23000.0,36.0,7.91,719.79,100000.0,10.49,735.0,16.0,26.9,37.0,A,MORTGAGE,credit_card,Not Verified,10_plus,0.23,0.0864,0
5450.0,36.0,17.27,195.05,51000.0,21.01,680.0,13.0,39.6,17.0,D,RENT,debt_consolidation,Source Verified,1,0.1069,0.0459,0
8500.0,36.0,11.99,282.29,39000.0,9.26,670.0,12.0,81.7,19.0,C,RENT,debt_consolidation,Not Verified,1,0.2179,0.0869,0
6000.0,36.0,7.49,186.61,26000.0,32.41,695.0,8.0,78.0,13.0,A,OWN,credit_card,Not Verified,3,0.2308,0.0861,0
2000.0,36.0,11.48,65.94,38000.0,37.62,665.0,12.0,50.0,13.0,B,RENT,other,Verified,5,0.0526,0.0208,0
10000.0,36.0,8.49,315.63,51000.0,13.06,680.0,14.0,70.1,18.0,B,MORTGAGE,debt_consolidation,Source Verified,3,0.1961,0.0743,0
10000.0,36.0,17.27,357.88,55000.0,39.6,690.0,18.0,48.5,33.0,D,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.1818,0.0781,0
28000.0,36.0,7.49,870.85,124000.0,8.48,695.0,17.0,30.5,33.0,A,OWN,credit_card,Source Verified,10_plus,0.2258,0.0843,1
20250.0,60.0,19.48,530.66,55000.0,19.99,745.0,13.0,39.2,24.0,E,MORTGAGE,debt_consolidation,Not Verified,3,0.3682,0.1158,1
16000.0,36.0,5.32,481.84,85000.0,11.87,715.0,12.0,28.6,37.0,A,RENT,debt_consolidation,Source Verified,10_plus,0.1882,0.068,0
16000.0,36.0,10.78,522.16,85000.0,12.97,665.0,6.0,94.0,12.0,B,RENT,debt_consolidation,Source Verified,10_plus,0.1882,0.0737,1
14000.0,36.0,10.78,456.89,135000.0,11.98,660.0,11.0,91.8,15.0,B,RENT,debt_consolidation,Source Verified,3,0.1037,0.0406,0
10100.0,36.0,7.91,316.08,41000.0,26.77,665.0,19.0,29.0,43.0,A,RENT,debt_consolidation,Not Verified,4,0.2463,0.0925,0
4800.0,36.0,15.77,168.21,47000.0,2.3,665.0,9.0,0.9,14.0,D,RENT,moving,Source Verified,2,0.1021,0.0429,1
29000.0,60.0,8.49,594.84,101000.0,7.69,715.0,14.0,43.0,28.0,B,MORTGAGE,debt_consolidation,Verified,10_plus,0.2871,0.0707,0
7700.0,36.0,14.85,266.36,24000.0,27.5,670.0,6.0,91.4,15.0,C,RENT,debt_consolidation,Verified,lt_1,0.3208,0.1332,1
11200.0,36.0,14.85,387.43,50000.0,36.22,685.0,11.0,65.0,15.0,C,MORTGAGE,debt_consolidation,Verified,5,0.224,0.093,0
15000.0,36.0,11.48,494.5,60000.0,30.48,660.0,23.0,55.7,50.0,B,MORTGAGE,debt_consolidation,Verified,10_plus,0.25,0.0989,0
6000.0,36.0,8.49,189.38,46000.0,13.67,675.0,5.0,63.4,11.0,B,RENT,debt_consolidation,Source Verified,2,0.1304,0.0494,0
9600.0,36.0,6.99,296.38,130000.0,12.18,710.0,9.0,1.8,63.0,A,MORTGAGE,vacation,Not Verified,10_plus,0.0738,0.0274,0
4000.0,36.0,12.88,134.55,40000.0,14.43,695.0,6.0,98.7,6.0,C,MORTGAGE,other,Verified,lt_1,0.1,0.0404,0
